ERAID|Title|Acronym|Rank|FoR1|FoR1 Name|FoR2|FoR2 Name|FoR3|FoR3 Name
43420|International Conference on Intelligent Systems|ICIL|C|0801|Artificial Intelligence and Image Processing||||
43421|International Conference on Intelligent Systems and Knowledge Engineering|ISKE|B|0801|Artificial Intelligence and Image Processing||||
43422|International Conference on Intelligent Systems Designs and Applications|ISDA|C|0801|Artificial Intelligence and Image Processing||||
43423|International Conference on Intelligent Text Processing and Computational Linguistics|CICLING|B|0801|Artificial Intelligence and Image Processing||||
45028|International Conference on Intelligent Tutoring Systems|ITS|A|0801|Artificial Intelligence and Image Processing||||
43434|International Conference on Knowledge Engineering and Ontology|KEOD|C|0801|Artificial Intelligence and Image Processing||||
43435|International Conference on Knowledge Science, Engineering and Management|KSEM|B|0801|Artificial Intelligence and Image Processing||||
43437|International Conference on Knowledge-based Intelligent Electronic Systems|KIES|C|0801|Artificial Intelligence and Image Processing||||
43444|International Conference on Machine Learning|ICML|A|0801|Artificial Intelligence and Image Processing||||
43445|International Conference on Machine Learning and Applications|ICMLA|C|0801|Artificial Intelligence and Image Processing||||
43446|International Conference on Machine Learning and Cybernetics|ICMLC|C|0801|Artificial Intelligence and Image Processing||||
43447|International Conference on Machine Vision|ICMV|C|0801|Artificial Intelligence and Image Processing||||
43453|International Conference on Medical Information  Visualisation|MediVis|C|0801|Artificial Intelligence and Image Processing||||
43463|International Conference on Modelling Decisions for Artificial Intelligence|MDAI|B|0801|Artificial Intelligence and Image Processing||||
44991|International Conference on Modelling, Simulation and Optimisation|ICMSO|C|0801|Artificial Intelligence and Image Processing||||
43464|International Conference on Multiagent Systems|ICMS|B|0801|Artificial Intelligence and Image Processing||||
43467|International Conference on Natural Computation|ICNC|C|0801|Artificial Intelligence and Image Processing||||
43474|International Conference on Neural Information Processing|ICONIP|A|0801|Artificial Intelligence and Image Processing||||
43475|International Conference on Neural, Parallel and Scientific Computations|NPSC|C|0801|Artificial Intelligence and Image Processing||||
43489|International Conference on Pattern Recognition|ICPR|B|0801|Artificial Intelligence and Image Processing||||
43499|International Conference on Principles of Practice in Multi-Agent Systems|PRIMA|C|0801|Artificial Intelligence and Image Processing||||
45031|International Conference on Recent Advances in Natural Language Processing|RANLP|C|0801|Artificial Intelligence and Image Processing||||
43513|International Conference on Rough Sets and Current Trends in Computing|RSCTC|C|0801|Artificial Intelligence and Image Processing||||
43528|International Conference on Software Engineering and Knowledge Engineering|SEKE|B|0801|Artificial Intelligence and Image Processing|0803|Computer Software||
43538|International Conference on Spoken Language Processing|ICSLP|C|0801|Artificial Intelligence and Image Processing||||
43552|International Conference on the Foundations of Digital Games|FDG|C|0801|Artificial Intelligence and Image Processing||||
43553|International Conference on the Principles of Knowledge Representation and Reasoning|KR|A|0801|Artificial Intelligence and Image Processing|0802|Computation Theory and Mathematics||
45015|International Conference on the Simulation and Synthesis of Living Systems|ALIFE|A|0801|Artificial Intelligence and Image Processing||||
43561|International Conference on Theoretical and Methodological Issues in machine Translation|TMI|B|0801|Artificial Intelligence and Image Processing||||
43564|International Conference on Tools with Artificial Intelligence|ICTAI|B|0801|Artificial Intelligence and Image Processing||||
43567|International Conference on Ubiquitous and Intelligence Computing|UIC|B|0801|Artificial Intelligence and Image Processing||||
43571|International Conference on User Modelling (now UMAP)|UM|B|0801|Artificial Intelligence and Image Processing||||
43576|International Conference on Vision Theory and Applications|VISAPP|C|0801|Artificial Intelligence and Image Processing||||
43577|International Conference on Visual Information Systems|VISUAL|C|0801|Artificial Intelligence and Image Processing|0806|Information Systems||
44995|International Conference on Web-based Modelling and Simulation|WebSim|C|0801|Artificial Intelligence and Image Processing|0805|Distributed Computing||
43589|International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision|WSCG|B|0801|Artificial Intelligence and Image Processing||||
44996|International Congress on Modelling and Simulation|MODSIM|C|0801|Artificial Intelligence and Image Processing||||
43613|International Fuzzy Logic and Intelligent technologies in Nuclear Science Conference|FLINS|B|0801|Artificial Intelligence and Image Processing||||
43618|International ICSC Congress on Intelligent Systems and Applications|IICISA|C|0801|Artificial Intelligence and Image Processing||||
43623|International Joint Conference on Artificial Intelligence|IJCAI|A|0801|Artificial Intelligence and Image Processing||||
43624|International Joint Conference on Automated Reasoning|IJCAR|A|0801|Artificial Intelligence and Image Processing||||
43627|International Joint Conference on Natural Language Processing|IJCNLP|B|0801|Artificial Intelligence and Image Processing||||
43628|International Joint Conference on Qualitative and Quantitative Practical Reasoning|ESQARU|A|0801|Artificial Intelligence and Image Processing||||
43630|International KES Symposium on Agents and Multiagent systems - Technologies and Applications|KES AMSTA|C|0801|Artificial Intelligence and Image Processing||||
43632|International Machine Vision and Image Processing Conference|IMVIP|C|0801|Artificial Intelligence and Image Processing||||
45018|International Meeting on DNA Computing and Molecular Programming|DNA|B|0801|Artificial Intelligence and Image Processing||||
43635|International Natural Language Generation Conference|INLG|B|0801|Artificial Intelligence and Image Processing||||
43650|International Symposium on 3D Data Processing Visualization and Transmission|3DPVT|C|0801|Artificial Intelligence and Image Processing||||
43658|International Symposium on Applied Computational Intelligence and Informatics|SACI|C|0801|Artificial Intelligence and Image Processing||||
43659|International Symposium on Applied Machine Intelligence and Informatics|SAMI|C|0801|Artificial Intelligence and Image Processing||||
43660|International Symposium on Artificial Intelligence and Maths|ISAIM|B|0801|Artificial Intelligence and Image Processing|0802|Computation Theory and Mathematics||
43661|International Symposium on Artificial Life and Robotics|AROB|C|0801|Artificial Intelligence and Image Processing||||
43662|International Symposium on Audio, Video, Image Processing and Intelligent Applications|ISAVIIA|C|0801|Artificial Intelligence and Image Processing||||
45016|International Symposium on Computational Life Science|CompLife|B|0801|Artificial Intelligence and Image Processing||||
43685|International Symposium on Foundations of Intelligent Systems|ISMIS|C|0801|Artificial Intelligence and Image Processing||||
43696|International Symposium on Innovations in Intelligent Systems and Applications|INISTA|C|0801|Artificial Intelligence and Image Processing||||
43704|International Symposium on Mathematical Morphology|ISMM|B|0801|Artificial Intelligence and Image Processing||||
43707|International Symposium on Neural Networks|ISNN|C|0801|Artificial Intelligence and Image Processing||||
43730|International Symposium on Visual Computing|ISVC|C|0801|Artificial Intelligence and Image Processing||||
43737|International Visualization in Transportation Symposium and Workshop|TRB Viz|C|0801|Artificial Intelligence and Image Processing||||
43741|International Work-Conference on Artificial and Natural Neural Networks|IWANN|B|0801|Artificial Intelligence and Image Processing||||
43747|International Workshop on Agents and Data Mining Interaction|ADMI|B|0801|Artificial Intelligence and Image Processing||||
43751|International Workshop on Ant Colony|ANTS|B|0801|Artificial Intelligence and Image Processing||||
43759|International Workshop on Combinations of Intelligent Methods and Applications|CIMA|C|0801|Artificial Intelligence and Image Processing||||
43782|International Workshop on Genetic and Evolutionary Fuzzy Systems|GEFS|C|0801|Artificial Intelligence and Image Processing||||
43790|International Workshop on Human Aspects in Ambient Intelligence: Agent Technology, Human-Oriented Knowledge and Applications|HAI|C|0801|Artificial Intelligence and Image Processing||||
43791|International Workshop on Image Analysis and Information Fusion|IAIF|C|0801|Artificial Intelligence and Image Processing||||
43795|International Workshop on Intelligent Agents|IWIA|C|0801|Artificial Intelligence and Image Processing||||
43798|International Workshop on Knowledge Discovery from Data Streams|IWKDDS|C|0801|Artificial Intelligence and Image Processing||||
44999|International Workshop on MultiAgent Based Simulation|MABS|C|0801|Artificial Intelligence and Image Processing||||
43808|International Workshop on Nonmonotonic Reasoning, Action and Change|NRAC|C|0801|Artificial Intelligence and Image Processing||||
43810|International Workshop on Paraphrasing|IWP|B|0801|Artificial Intelligence and Image Processing||||
43827|International Workshop on Soft Computing Applications|SOFA|C|0801|Artificial Intelligence and Image Processing||||
43838|International Workshop on Ubiquitous Virtual Reality|IWUVR|C|0801|Artificial Intelligence and Image Processing||||
43845|International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises|WETICE|B|0801|Artificial Intelligence and Image Processing||||
43861|INTUITION International Conference|INTUITION|C|0801|Artificial Intelligence and Image Processing||||
43863|ISCA Tutorial and Research Workshop Automatic Speech Recognition|ASR|C|0801|Artificial Intelligence and Image Processing||||
43872|Joint Australia and New Zealand Biennial Conference on Digital Image and Vision Computing|DIVC|C|0801|Artificial Intelligence and Image Processing||||
43875|Joint Conference on New Methods in Language Processing and Computational Natural Language Learning|NeMLaP|C|0801|Artificial Intelligence and Image Processing||||
43883|Joint workshop on Multimodal Interaction and Related Machine Learning Algorithms (now ICMI-MLMI)|MLMI|B|0801|Artificial Intelligence and Image Processing||||
43886|KES International Symposium on Intelligent Decision Technologies|KES IDT|C|0801|Artificial Intelligence and Image Processing||||
43890|Knowledge Domain Visualisation|KDViz|C|0801|Artificial Intelligence and Image Processing||||
43892|Knowledge Visualization and Visual Thinking|KV|C|0801|Artificial Intelligence and Image Processing||||
43900|Logic and Engineering of Natural Language Semantics|LENLS|B|0801|Artificial Intelligence and Image Processing||||
43904|Machine Translation Summit|MT SUMMIT|B|0801|Artificial Intelligence and Image Processing||||
43905|Machine Vision Applications|MVA|C|0801|Artificial Intelligence and Image Processing||||
43912|Medical Image Computing and Computer-Assisted Intervention|MICCAI|A|0801|Artificial Intelligence and Image Processing|0903|Biomedical Engineering ||
